input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
[Loaftedtoast] is [gay],LoaftedToast,standard_to_slang,urban_dictionary_mega,0.0,23,12,3,1
"A name commonly used for a person who is very good at , yet are to the of the population",Cuthbert Crappingsdown,standard_to_slang,urban_dictionary_mega,0.0,88,22,20,2
"Before [David Beckham] became a proffesional [footballer], he was a Cuthbert Crappingsdown in his [neighbourhood].",Cuthbert Crappingsdown,standard_to_slang,urban_dictionary_mega,0.0,114,22,15,2
When your national team is being and by its opponent in an embarrassing way,Brazilian wax,standard_to_slang,urban_dictionary_mega,0.0,75,13,14,2
painful technical move used to finsih opponentts by 'hitman' in his 20 year career,Sharpshooter,standard_to_slang,urban_dictionary_mega,0.0,82,12,14,1
A guy who ask lots of,Darreld,standard_to_slang,urban_dictionary_mega,0.0,21,7,6,1
"Horse girl, Italian, pizza critic, is illegal to her, she looks like the girl in sunglasses from that one vine",Gracemarie,standard_to_slang,urban_dictionary_mega,0.0,110,10,20,1
"Person A: “Is that Gracemarie?”
[Person B]: “Yeah, she’s [falling out] of a [tree] again…”",Gracemarie,standard_to_slang,urban_dictionary_mega,0.0,91,10,15,1
with at,funness,standard_to_slang,urban_dictionary_mega,0.0,7,7,2,1
[thisness] [isness] funness,funness,standard_to_slang,urban_dictionary_mega,0.0,27,7,3,1
of while,dweeting,standard_to_slang,urban_dictionary_mega,0.0,8,8,2,1
when off and he gets a boner,henny dick,standard_to_slang,urban_dictionary_mega,0.0,28,10,7,2
"When someone you know is taking a dump in a public or private restroom, and while he is in mid-poo you",Open Door Dilemma,standard_to_slang,urban_dictionary_mega,0.0,102,17,21,3
"The other night, Joey was taking a dump over my house and we gave him an [open door dilemma].  It was hilarious because he was mid-shit and came after us with his pants at his ankles and he just dropped the [poopies] [all over the floor] and stained it.",Open Door Dilemma,standard_to_slang,urban_dictionary_mega,0.0,253,17,49,3
"For when you eat so much your stomach feels pregnant, then you die later on toilet to many",Explosive Pregnancy,standard_to_slang,urban_dictionary_mega,0.0,90,19,18,2
"June 19th is , you better me a",June 19th,standard_to_slang,urban_dictionary_mega,0.0,30,9,8,2
"“yo what day is it?”

“it’s June 19th, why?”
“bro it’s [Sara]’s [birthday], we better wish her a [happy birthday]”",June 19th,standard_to_slang,urban_dictionary_mega,0.0,115,9,20,2
to or partake in activity; to do dance; have sex,MAKING THE BEAST WITH 2 BACKS,standard_to_slang,urban_dictionary_mega,0.0,48,29,10,6
"[The saloon] keeper and the town trollop were 'making the beast with 2 backs'like 2 [jackrabbits] on steroids atop the pool table, after he locked [the saloon] doors, as the last sot vacated the premises at 3 a.m.",MAKING THE BEAST WITH 2 BACKS,standard_to_slang,urban_dictionary_mega,0.0,213,29,38,6
The for 'pudgy fellow',PMF,standard_to_slang,urban_dictionary_mega,0.0,22,3,4,1
[Edwardo] is [such a] PMF.,PMF,standard_to_slang,urban_dictionary_mega,0.0,26,3,5,1
[Jeremy's] car is [a 92] [accord] it sure as hell is a POS,POS,standard_to_slang,urban_dictionary_mega,0.0,58,3,13,1
Anybody,FreeSmoke,standard_to_slang,urban_dictionary_mega,0.0,7,9,1,1
A mix of and weed through a,Minga,standard_to_slang,urban_dictionary_mega,0.0,27,5,7,1
"Booty Appreciation Day is day of the , of every , of every year !",Booty Appreciation Day,standard_to_slang,urban_dictionary_mega,0.0,65,22,15,3
[Today] is [booty appreciation day] ! [Everyday] is booty appreciation day !,Booty Appreciation Day,standard_to_slang,urban_dictionary_mega,0.0,76,22,12,3
", male or female who is ready to change the world, but also willing to",gangster dork,standard_to_slang,urban_dictionary_mega,0.0,70,13,15,2
until she,Hanching,standard_to_slang,urban_dictionary_mega,0.0,9,8,2,1
"Was once a great center, but is now absolutely the and most annoying basketball alive",bill walton,standard_to_slang,urban_dictionary_mega,0.0,85,11,15,2
[Bill Walton] is a man with [a chicken's] [brain].,bill walton,standard_to_slang,urban_dictionary_mega,0.0,50,11,9,2
A home grown type of heroine that junkies their basement,shomungus,standard_to_slang,urban_dictionary_mega,0.0,56,9,10,1
Oi [terry] did ya try [jimmys] shomungus even his [nanas] addicted,shomungus,standard_to_slang,urban_dictionary_mega,0.0,66,9,11,1
The of,Luck,standard_to_slang,urban_dictionary_mega,0.0,6,4,2,1
"[Ewww], you [think] that [black bitch] is a NILF!!!",NILF,standard_to_slang,urban_dictionary_mega,0.0,51,4,9,1
"The term can be defined as the following: an individual that Is very careless resulting in them being very ineffective in activities such as homework or , is also an individual who makes very silly mistakes",Yava,standard_to_slang,urban_dictionary_mega,0.0,206,4,36,1
"[Your such a] [yava]. Means [you are an idiot]

Stop acting like a yava means stop acting like an idiot",Yava,standard_to_slang,urban_dictionary_mega,0.0,103,4,20,1
The act by where a male makes a unwanted to touch another heterosexual males genitals,Brautting,standard_to_slang,urban_dictionary_mega,0.0,85,9,15,1
"Guy 1"" Dude whats up with [Serge] always [brautting] us""
Guys 2 ""I told you can't enter his domain without protecting the [braut]""",Brautting,standard_to_slang,urban_dictionary_mega,0.0,131,9,23,1
"Generally a , but not limmited to anyone whom you define as",Igniggerant,standard_to_slang,urban_dictionary_mega,0.0,59,11,12,1
"You Igniggerant [motherfucker], you [piss me off] [everytime] i talk to you",Igniggerant,standard_to_slang,urban_dictionary_mega,0.0,75,11,12,1
A is a person who can glitch something on purpose in a game,Glitcher Fury,standard_to_slang,urban_dictionary_mega,0.0,59,13,13,2
"A girl found out that her boyfriend cheated on her with her best friend, she goes on a game and changes the [codes] to mess up whatever was to perfect in her mind. That girl [will live] her life remembering what happened and will live with the emotions and [hack] games and mess with the servers to make her feel “ok.” Even though she really is hurting inside which would make her a Glitcher Fury.",Glitcher Fury,standard_to_slang,urban_dictionary_mega,0.0,397,13,75,2
utensils/person on this,Crayon,standard_to_slang,urban_dictionary_mega,0.0,23,6,3,1
(n) a 24-inch ; to the popularity of the tv show 24 starring,kiefer,standard_to_slang,urban_dictionary_mega,0.0,60,6,13,1
"A person who looks but once you them, you’ll see they’ not",hilsa,standard_to_slang,urban_dictionary_mega,0.0,58,5,12,1
is the greatest and human being ever,Reylian,standard_to_slang,urban_dictionary_mega,0.0,36,7,7,1
A really person that often will cry uncontrollably about shit but that’s dosent matter becuase they often will punch u lovingly and (also they have 20 subs on ngl),Noe,standard_to_slang,urban_dictionary_mega,0.0,163,3,29,1
the act of with the support of fellow friends and humans,holleration,standard_to_slang,urban_dictionary_mega,0.0,56,11,11,1
"stupid [hoochie]:
yo girl dis is a [gucci] purse! you want for your friendzzz too?
brilliant math [scholar]:
holleration!",holleration,standard_to_slang,urban_dictionary_mega,0.0,124,11,19,1
Shicky-The feeling of wanted to eat a while she in ur tank,Shicky,standard_to_slang,urban_dictionary_mega,0.0,58,6,12,1
"It more than getting , it also can result in more often",Knifed,standard_to_slang,urban_dictionary_mega,0.0,55,6,12,1
"Freddy didn't [get fingered], Cesar [knifed] him instead for ratting out his [whole crew].",Knifed,standard_to_slang,urban_dictionary_mega,0.0,90,6,14,1
"A game, , or piece of media that enthralls people with , potentially them for hours",ADHD Trap,standard_to_slang,urban_dictionary_mega,0.0,83,9,16,2
"Something doesn't like, because it's ""course, rough, and gets all over",Sand,standard_to_slang,urban_dictionary_mega,0.0,70,4,11,1
+ Cubicle =,demoticle,standard_to_slang,urban_dictionary_mega,0.0,11,9,3,1
"""blud"" 1) A originated in Los Angeles California back in the late 60's to defend against gang",Blood,standard_to_slang,urban_dictionary_mega,0.0,93,5,17,1
"1) Yo dem bloods [ran up] on some [crab ass] niggaz and started blastin.

2) [Wudup] blood

3) I got cut now blood is dripping",Blood,standard_to_slang,urban_dictionary_mega,0.0,130,5,25,1
", it is a great dance performed only when super crunk while dancing to the",Mermaidicle,standard_to_slang,urban_dictionary_mega,0.0,74,11,15,1
for (),droot bags,standard_to_slang,urban_dictionary_mega,0.0,6,10,2,2
When your night at being the hottest ever but it to be a,Karmasutra,standard_to_slang,urban_dictionary_mega,0.0,56,10,13,1
When you and realize you have feelings for your friend,Bianca Syndrome,standard_to_slang,urban_dictionary_mega,0.0,54,15,10,2
"The sexual act of placing your partner (preferably chinese, japanese, cambodian, etc",The Lowell Connector,standard_to_slang,urban_dictionary_mega,0.0,84,20,12,3
A guy who is commonly annoying,Leo,standard_to_slang,urban_dictionary_mega,0.0,30,3,6,1
Iemand is tijdens online,potzak,standard_to_slang,urban_dictionary_mega,0.0,24,6,4,1
"“is .chxu the best [editor]?” [ofc] she is , [stan] .chxu on tiktok guys .",.chxu,standard_to_slang,urban_dictionary_mega,0.0,74,5,15,1
a type of person that looks like a sun and last name preferably starts with,zen,standard_to_slang,urban_dictionary_mega,0.0,75,3,15,1
", a diss-name that everything",swunk,standard_to_slang,urban_dictionary_mega,0.0,29,5,5,1
"Look at her [butt] [becky], it is [soooo] swunk.",swunk,standard_to_slang,urban_dictionary_mega,0.0,48,5,9,1
To grab someone by the collar and chug a beer right in their face,Face Chug,standard_to_slang,urban_dictionary_mega,0.0,65,9,14,2
"With that, Crystal chibified and grabbed her [chibi] [mallet] to whack her boyfriend into [submission]!",chibified,standard_to_slang,urban_dictionary_mega,0.0,103,9,15,1
"Phrases such as ""lol"" or """" used to the of a conversation, even though you're not laughing at all",textual lubricant,standard_to_slang,urban_dictionary_mega,0.0,97,17,19,2
"A blonde mexican , prostitute, or",big daddy trump,standard_to_slang,urban_dictionary_mega,0.0,33,15,6,3
A town in New Jersey that hosts literally the most biotchiest ever,Delran,standard_to_slang,urban_dictionary_mega,0.0,66,6,12,1
A wet Andy is similar to a wet willy but nose,Wet Andy,standard_to_slang,urban_dictionary_mega,0.0,45,8,11,2
An word that mimics the sound of and a penetrating outside force on the mouth or throat,Gauck Gauck (Gawk Gawk),standard_to_slang,urban_dictionary_mega,0.0,87,23,17,4
is an Instagram that happens in a couple seconds,instacred,standard_to_slang,urban_dictionary_mega,0.0,48,9,9,1
"They have [20k] followers, that account has serious instacred!
All of my friends follow this account they must have instacred. I should follow them too
They have no followers, that person has zero instacred
I wish someone with #instacred would [tag me].

Whoever tagged me has some crazy instacred bc [my followers] are blowing up yo!",instacred,standard_to_slang,urban_dictionary_mega,0.0,337,9,56,1
of your,Peak,standard_to_slang,urban_dictionary_mega,0.0,7,4,2,1
slang for something that is nonsense or has a lack of ; Bullshit;,tiki-tiki,standard_to_slang,urban_dictionary_mega,0.0,65,9,13,1
"Those outlets in [the mall] are tiki-tiki, they're not [name brand] stores.

[What you said] is really tiki-tiki, what evidence do you have?",tiki-tiki,standard_to_slang,urban_dictionary_mega,0.0,140,9,23,1
That bitch who lives who almost killed her while eating,Twizzle,standard_to_slang,urban_dictionary_mega,0.0,55,7,10,1
"Bob: Twizzle is bipolar
[Ivy]: [Wap]
[Kai]: Does anybody have tttttttttttttttttttttttttttttttttttttttttttttttt?",Twizzle,standard_to_slang,urban_dictionary_mega,0.0,113,7,11,1
Alex is [so fucked] up. He said he was watching [short stack] [porn] yesterday.,Short stack,standard_to_slang,urban_dictionary_mega,0.0,79,11,14,2
or you will,Herm,standard_to_slang,urban_dictionary_mega,0.0,11,4,3,1
[Yo dude] is that a [herm]?! “ dude I can’t tell if it’s a chick or [a dude],Herm,standard_to_slang,urban_dictionary_mega,0.0,76,4,18,1
A from Hell to do God’s,Neon,standard_to_slang,urban_dictionary_mega,0.0,23,4,6,1
kind and sweet and amazing,Jeremyylover,standard_to_slang,urban_dictionary_mega,0.0,26,12,5,1
A word that conveys something or sick,Ugly,standard_to_slang,urban_dictionary_mega,0.0,37,4,7,1
A to describe an and person,cockmonkey,standard_to_slang,urban_dictionary_mega,0.0,27,10,6,1
"Arrive on holday, never leave",cardiff,standard_to_slang,urban_dictionary_mega,0.0,29,7,5,1
"Famous for:
BRAINS Beer brewed in Cardiff: outstanding, deceptive, lethal.
Civic Centre: compact, [bijou] and nice lit up at night.
Great people: luv Wales, luv the [Celts]!
Residual Religion: it's there in the [weft] & weave but the Welsh, being a truly spiritual people, are resisting vigourously.
Bent Politics: nuff said!
[Ely] & Llanrumney: chav hot-spots. No fashion sense whatsoever.",cardiff,standard_to_slang,urban_dictionary_mega,0.0,396,7,60,1
"Stubborn, ; Stubbornly adhering to an opinion, purpose, or , usually with unreasonableness",terco,standard_to_slang,urban_dictionary_mega,0.0,90,5,13,1
Izabela is [jafar]’s [soulmate],Izabela,standard_to_slang,urban_dictionary_mega,0.0,31,7,4,1
"for ""CuteAssMfThatILoveSoMuch""",camtilsm,standard_to_slang,urban_dictionary_mega,0.0,30,8,2,1
"Sa’niyah is the goat 🐐 she a pretty ass girl she has a 😏she is associated with a gang called ()she is mean, sometimes but she one she has her ugly days🤢",Sa’niyah,standard_to_slang,urban_dictionary_mega,0.0,152,8,32,1
"There is one and only Jade, an , charming, and beautiful person with features so lovely alone you can only imagine how breathtaking when those features are put on the same",Jade,standard_to_slang,urban_dictionary_mega,0.0,171,4,31,1
Feeling dirty inside when you wake up in the morning after a,seedy,standard_to_slang,urban_dictionary_mega,0.0,60,5,12,1
what know bout that gay ass ?,Doozhy,standard_to_slang,urban_dictionary_mega,0.0,29,6,7,1
your dance in the,Love,standard_to_slang,urban_dictionary_mega,0.0,17,4,4,1
A crappy game most white kids play and when they take the,Fortnight,standard_to_slang,urban_dictionary_mega,0.0,57,9,12,1
"[Ohh] [fortnight] I played that with your mom and sister last night.
Fortnights [trash]",Fortnight,standard_to_slang,urban_dictionary_mega,0.0,88,9,14,1
"The most there aere, will probably try to teach you about and and think it makes her different and unlike other girls to smoke marijuana",kenndal,standard_to_slang,urban_dictionary_mega,0.0,136,7,25,1
[That bitch] is [such a] kenndal,kenndal,standard_to_slang,urban_dictionary_mega,0.0,32,7,6,1
#1 at everything even better then Scums and OPPXV,Nesenui,standard_to_slang,urban_dictionary_mega,0.0,49,7,9,1
Have [you seen] Nesenui [play] he is [a god],Nesenui,standard_to_slang,urban_dictionary_mega,0.0,44,7,9,1
"When you ingest the , you will have uncontrolled farting which leads you to believe you",Tussin Farts,standard_to_slang,urban_dictionary_mega,0.0,87,12,16,2
"when you use your , to make a gun and the fingers go up a ass with the thumb in the vagina",the gun,standard_to_slang,urban_dictionary_mega,0.0,90,7,22,2
She was feeling [kinda] [stanky] so I gave [your sister] the gun.,the gun,standard_to_slang,urban_dictionary_mega,0.0,65,7,12,2
when you say Stanley the sock you are taking about when a horse bites a kids then chews it up but is then killed by voyagers so insects come and eat the insides of the horse ( including the child’s hand ) but then a spider comes and eats,Stanley the sock,standard_to_slang,urban_dictionary_mega,0.0,237,16,49,3
[Shynyse] is [the dictionary] slang term and definition of “da [goat]”,shynyse,standard_to_slang,urban_dictionary_mega,0.0,70,7,11,1
its when you want to annoy some one such as charlotte,Phat mate... Like charlotte phat!,standard_to_slang,urban_dictionary_mega,0.0,53,33,11,5
but its m and its an js7cic dbhcudjenbvdgctyxude4jhgsdctry78syuihygfr6t7is8yhiudgyft7 mucisic,Femtanyl,standard_to_slang,urban_dictionary_mega,0.0,93,8,9,1
Having a monstrously brain that prevents intercourse from occurring between two because it no fit,kinda sex,standard_to_slang,urban_dictionary_mega,0.0,97,9,15,2
a state of intense pleasure or often associated with in sexual stimulation,goonvana,standard_to_slang,urban_dictionary_mega,0.0,74,8,12,1
"After hours of indulging in his fantasies, Eric finally achieved goonvana, feeling a sense of blissful [detachment] from reality.""
""Ty described his experience as reaching goonvana, a place where time and space seemed to [dissolve] [in the heat] of his pleasure.""",goonvana,standard_to_slang,urban_dictionary_mega,0.0,264,8,41,1
to drive through a such that you a or otherwise splash someone with water,rogate,standard_to_slang,urban_dictionary_mega,0.0,73,6,14,1
huneds stands for,huneds,standard_to_slang,urban_dictionary_mega,0.0,17,6,3,1
A super legend that stomps around flexin,Jenn McAllister,standard_to_slang,urban_dictionary_mega,0.0,40,15,7,2
"Look at that girl! She is such a [Jenn Mcallister], wow she must [weigh] 100 [lbs], only butt fat.",Jenn McAllister,standard_to_slang,urban_dictionary_mega,0.0,98,15,19,2
An automobile typically used for the transportation of chavs,chavwagon,standard_to_slang,urban_dictionary_mega,0.0,60,9,9,1
"[Darren]: ""Shit, I've got to pick up my missus from school and go to [probation] by [six o'clock].""

Lisa: ""Use the chavwagon, like...""

Darren: ""Mint.""",chavwagon,standard_to_slang,urban_dictionary_mega,0.0,156,9,25,1
"Noun: Singular and Plural in reference to a person, or group of persons Definition: A member or members of the Northern California gang , commonly known outside of prison as the (see )",nar nar,standard_to_slang,urban_dictionary_mega,0.0,184,7,33,2
We at College ()in have revamped the classic shocker,Funshawe Shocker,standard_to_slang,urban_dictionary_mega,0.0,52,16,9,2
A retarded yet “”,Coinkidinque,standard_to_slang,urban_dictionary_mega,0.0,17,12,4,1
The type of girl who really thinks that thinks the everyone's life is about her,Nice Girl,standard_to_slang,urban_dictionary_mega,0.0,79,9,15,2
"Nice Girl: WHY CANT I FIND A GUY LIKE THE ONE IN THIS [PIC]???
Guy in the [pic]: Hey ;)
Nice Girl: No
Guy in the pic: I'm literally [the guy] in the pic.",Nice Girl,standard_to_slang,urban_dictionary_mega,0.0,156,9,34,2
Daniel Seavey is 1/5 of the pop Why Don't We,Daniel Seavey,standard_to_slang,urban_dictionary_mega,0.0,44,13,10,2
[DANIEL SEAVEY] IS [MY HUSBAND],Daniel Seavey,standard_to_slang,urban_dictionary_mega,0.0,31,13,5,2
"A term used to describe one who has fallen from the religion and has transformed into a binge-drinking, womanizing",Whammy Mess,standard_to_slang,urban_dictionary_mega,0.0,114,11,19,2
"[Joseph] is a Whammy Mess.

That Whammy Mess is a marathon-running, red-bull drinking, [grinding] [machine].",Whammy Mess,standard_to_slang,urban_dictionary_mega,0.0,110,11,15,2
Marryan is a playful and,Marryan,standard_to_slang,urban_dictionary_mega,0.0,24,7,5,1
"""Marryan is [literally] the best""

""[You know who] I love the most out of everyone on [Earth]?...... Marryan.""",Marryan,standard_to_slang,urban_dictionary_mega,0.0,110,7,18,1
"opposite from the point where you are now, as if standing corner in",caddy corner,standard_to_slang,urban_dictionary_mega,0.0,67,12,13,2
"Ryan told Matt to come caddy corner through the parking lot.  Matt did not, and [got his] [truck stuck] in an enormous [mud hole].",caddy corner,standard_to_slang,urban_dictionary_mega,0.0,130,12,24,2
The of many guys body,champagne shower,standard_to_slang,urban_dictionary_mega,0.0,21,16,5,2
"jamacian for meaning a worthless kid, dirived from """"",waste yute,standard_to_slang,urban_dictionary_mega,0.0,53,10,9,2
"me: ""renae facey is a waste yute""

jhonson student: ""[ya mon] da gal is got a bad [lickle] weave""

me: lol [just jokes] mon just jokes",waste yute,standard_to_slang,urban_dictionary_mega,0.0,134,10,26,2
"Go getting, fun loving, smart and with a penchant for , aerobics dance moves and - on occasion - yelling ""fanny"" window",Katherine,standard_to_slang,urban_dictionary_mega,0.0,119,9,22,1
when like a,asstaste,standard_to_slang,urban_dictionary_mega,0.0,11,8,3,1
he is a strong out going gets but he knows right for wrong but only and really nice and and loving,breaden,standard_to_slang,urban_dictionary_mega,0.0,98,7,21,1
"A part of the website """" that includes fun articles, open , fandom information, open threads, etc",Sparklife,standard_to_slang,urban_dictionary_mega,0.0,97,9,17,1
The of oneself,autonociology,standard_to_slang,urban_dictionary_mega,0.0,14,13,3,1
"Acronym for Thanks , rapidly becoming an internet colloquialism",tftm,standard_to_slang,urban_dictionary_mega,0.0,63,4,9,1
"AkiraBoss: you only won cause i have a noob team and bad lag
AkiraBoss: wanna 1v1 and [i'll show you] who's noob?
modestdude: gg tftm

JellyBurger: i'm not a [feeder] if my score is [3-12]
AnyoneWithABrain: rofl gg tftm",tftm,standard_to_slang,urban_dictionary_mega,0.0,224,4,39,1
which has been of rape against his,Plotopoose,standard_to_slang,urban_dictionary_mega,0.0,34,10,7,1
Did you hear about [Perry] the Plotopoose? He was recently [convicted] of [raping] his own brother!.,Plotopoose,standard_to_slang,urban_dictionary_mega,0.0,100,10,16,1
He’s the worst at being normal,William,standard_to_slang,urban_dictionary_mega,0.0,30,7,6,1
[Damnit] why is William here!,William,standard_to_slang,urban_dictionary_mega,0.0,29,7,5,1
"valkyrie simp, hater, hater, player",2xy Theme,standard_to_slang,urban_dictionary_mega,0.0,35,9,5,2
[This guy] has 2xy Theme.,2xy Theme,standard_to_slang,urban_dictionary_mega,0.0,25,9,5,2
"A woman who is in constant search of a new male sexual partner, may or may not dress in a provocative manner",wiener pig,standard_to_slang,urban_dictionary_mega,0.0,108,10,22,2
"Going out of your way to do extremley for your partner, or without ever being asked",Romel,standard_to_slang,urban_dictionary_mega,0.0,83,5,16,1
1) A bitch who pretends to be your friend but talks shit behind your back,Green tea bitch,standard_to_slang,urban_dictionary_mega,0.0,73,15,15,3
"A sexual act that involves taking a basball bat to someones ass, inserting it, and it around",peanut butter basher,standard_to_slang,urban_dictionary_mega,0.0,92,20,17,3
channel that talks about many different topics,Vsauce,standard_to_slang,urban_dictionary_mega,0.0,46,6,7,1
Obsessive-Compulsive Personality,OCP,standard_to_slang,urban_dictionary_mega,0.0,32,3,2,1
you like her,October 31,standard_to_slang,urban_dictionary_mega,0.0,12,10,3,2
A fat ass motherfucker who has one friend who is a e,Molly,standard_to_slang,urban_dictionary_mega,0.0,52,5,12,1
Doing means you a full,The Ashley/Ashley,standard_to_slang,urban_dictionary_mega,0.0,22,17,5,2
[Inmate] went to [court] found out his codefendant was straight up doing [the Ashley/Ashley].,The Ashley/Ashley,standard_to_slang,urban_dictionary_mega,0.0,93,17,14,2
ben has [autism],ben,standard_to_slang,urban_dictionary_mega,0.0,16,3,3,1
"100% chance that shes a hoe dictionary, she will call you every slur without fault",Rea,standard_to_slang,urban_dictionary_mega,0.0,82,3,15,1
Rea is [a hoe] [fr],Rea,standard_to_slang,urban_dictionary_mega,0.0,19,3,5,1
An underground musician and singer known for short song snippets posted on social media platform Vine,Shiloh Dynasty,standard_to_slang,urban_dictionary_mega,0.0,101,14,16,2
"person 1: [ay man] ya ever heard of Shiloh Dynasty
person 2: [who Tf is that]
person 1: One of the best and [most underrated] music artist ever",Shiloh Dynasty,standard_to_slang,urban_dictionary_mega,0.0,145,14,28,2
"The bowl of tan colored liquid matter you discover after of the shits, not necessarily seasonally related to but often the day after a holiday dinner",Turkey Water,standard_to_slang,urban_dictionary_mega,0.0,149,12,26,2
"After eating Christmas Dinner at [Marsha's] [grandparent's] house, I made [turkey water] at the hotel.",Turkey Water,standard_to_slang,urban_dictionary_mega,0.0,102,12,15,2
"A cloth, , or other piece of fabric which is used primarily to wipe away the thick cheesy buildup which is associated with the consumption of Frito-Lay's 'Cheetos' line of snacks",Cheeto Rag,standard_to_slang,urban_dictionary_mega,0.0,178,10,31,2
"""After Glenn finished off an entire [family size] bag of Frito-Lay's 'Flamin' [Hot Cheetos], he knew he would need fresh underwear and a clean [Cheeto rag] before starting on the next bag.""

""Babe, have you seen my Cheeto rag?""
""It's on your head.""
""Oh, thanks babe.""",Cheeto Rag,standard_to_slang,urban_dictionary_mega,0.0,269,10,46,2
A is a animal who is mixed with only two breeds,KIPP,standard_to_slang,urban_dictionary_mega,0.0,47,4,11,1
My dog is a [kipp] mixed with [pug] and [beagle].,KIPP,standard_to_slang,urban_dictionary_mega,0.0,49,4,10,1
anohter for,piabs,standard_to_slang,urban_dictionary_mega,0.0,11,5,2,1
"""that man has a [piab] head""
""last night i straightened my piabs""
""i [plucked] out a piab and [put it on her] head""
""my mate put a piab in my pizza""
""his penis was like a piab""",piabs,standard_to_slang,urban_dictionary_mega,0.0,180,5,37,1
Another word meaning cry' generally used to describe angry deriving from the word meaning to be angry with someone,Beffing,standard_to_slang,urban_dictionary_mega,0.0,114,7,19,1
The most in,Dunkin' Donuts,standard_to_slang,urban_dictionary_mega,0.0,11,14,3,2
[Massachusetts] is [home] to [many] 'Dunkin' Donuts' and 'McDonalds'.,Dunkin' Donuts,standard_to_slang,urban_dictionary_mega,0.0,69,14,9,2
He's a apsalote but he is at tikok and he's g,Marploaph,standard_to_slang,urban_dictionary_mega,0.0,45,9,11,1
A Sheri-Lee or is,Sheri-Lee,standard_to_slang,urban_dictionary_mega,0.0,17,9,4,1
Say you were [walking home] late at night and you got [robed] all u need to do is use [the bat] symbol and here comes batman which is just plain old Sheri-Lee but just as batman.,Sheri-Lee,standard_to_slang,urban_dictionary_mega,0.0,178,9,36,1
Ringing or in the ears caused by attending an event with excessively in,Trinitus,standard_to_slang,urban_dictionary_mega,0.0,71,8,13,1
Fredom is either a misspeilling of,Fredom,standard_to_slang,urban_dictionary_mega,0.0,34,6,6,1
"""I want [fredom] for slaves"" (Misspelling)
""That [tribalwars] tribe is so fredom fighters"" ([Norwegian])",Fredom,standard_to_slang,urban_dictionary_mega,0.0,105,6,14,1
When someone is really,6 12,standard_to_slang,urban_dictionary_mega,0.0,22,4,4,2
[Damn] [that girl] is [tall] she is like 6 12,6 12,standard_to_slang,urban_dictionary_mega,0.0,45,4,10,2
"than drunk, you can’t see strait and you (from experience) your neighbour’s door asking if they have any spare",Steaming,standard_to_slang,urban_dictionary_mega,0.0,110,8,19,1
A girl who is weird a little but pretty and very quiet but get her and athletic mess with daeniya she not goin,daeniya,standard_to_slang,urban_dictionary_mega,0.0,110,7,23,1
A suspiciously (or ),porpoising walrus,standard_to_slang,urban_dictionary_mega,0.0,20,17,4,2
"The original: ""Closer inspection revealed that the rest of the body was encased in 2-3 feet of ice, the body [prostrate], suspended into the ice like a porpoising walrus."" -- Charlie LeDuff, Detroit News, [28 January] 2009

Laurel Fortuner, 1992 Bulwer-Lytton Fiction Contest winner: "". . . her creamy bosom rising and falling like a temperamental [souffle] . . .""

Excellent porpoising walrus, Ms. Fortuner!",porpoising walrus,standard_to_slang,urban_dictionary_mega,0.0,412,17,65,2
"girl you will meet but boys , she's pretty but also a cute",methmi,standard_to_slang,urban_dictionary_mega,0.0,58,6,13,1
"the best girl in the world, me wrong and u",Nahidah,standard_to_slang,urban_dictionary_mega,0.0,42,7,10,1
Nahidah is [the best] [isn’t] she?,Nahidah,standard_to_slang,urban_dictionary_mega,0.0,34,7,6,1
"an unsightly lacking architectural appeal, and in fact just as suitable pigs and horses as religious",Barnacle,standard_to_slang,urban_dictionary_mega,0.0,100,8,16,1
We said our [vows] and he [kissed] me in the [barnacle].,Barnacle,standard_to_slang,urban_dictionary_mega,0.0,56,8,11,1
"When male teens an victim and punch them while screaming """"!",teengangbangadoo,standard_to_slang,urban_dictionary_mega,0.0,60,16,11,1
that has become,beshitted,standard_to_slang,urban_dictionary_mega,0.0,15,9,3,1
Make the best of [what is] [left] of your beshitted [career].,beshitted,standard_to_slang,urban_dictionary_mega,0.0,61,9,11,1
"a very secczy 6'2 tall belooga who , and french",eben,standard_to_slang,urban_dictionary_mega,0.0,47,4,10,1
"(Vulgar): to describe a person who shakes their hair a lot, usually a to annoy people and/or a way to in a way",Yashoopshoop,standard_to_slang,urban_dictionary_mega,0.0,110,12,23,1
This is when you put your hand during a service and then you “morticle”,morticle,standard_to_slang,urban_dictionary_mega,0.0,71,8,14,1
Another word for,chino,standard_to_slang,urban_dictionary_mega,0.0,16,5,3,1
A pretty person,Rasneet,standard_to_slang,urban_dictionary_mega,0.0,15,7,3,1
"Wow Rasneet is [so pretty]!
[OMG] she is [rude]",Rasneet,standard_to_slang,urban_dictionary_mega,0.0,48,7,9,1
"for , happy,",Expansious,standard_to_slang,urban_dictionary_mega,0.0,12,10,3,1
"im feeelng very [expansious] about going to [Cape] [eTown] this week end

damn girl, you making me feel very expansious",Expansious,standard_to_slang,urban_dictionary_mega,0.0,119,10,20,1
to hit someone with the of a,truckfuck,standard_to_slang,urban_dictionary_mega,0.0,28,9,7,1
"boys in , Missouri",cock between cheeks,standard_to_slang,urban_dictionary_mega,0.0,18,19,4,3
She is a,Danielle Cohn,standard_to_slang,urban_dictionary_mega,0.0,8,13,3,2
